 	 	project:	ALL	ALL	#ofBugs:	93016	#ofCommunityMembers:	75 - 4079						project:	adobe/brackets	2935735	#ofAssignments:	10462	#ofCommunityMembers:	864					project:	angular/angular.js	460078	#ofAssignments:	9658	#ofCommunityMembers:	2386					project:	elastic/elasticsearch	507775	#ofAssignments:	16184	#ofCommunityMembers:	1262					project:	fog/fog	203666	#ofAssignments:	1327	#ofCommunityMembers:	770					project:	html5rocks/www.html5rocks.com	5238231	#ofAssignments:	998	#ofCommunityMembers:	159					project:	julialang/julia	1644196	#ofAssignments:	12748	#ofCommunityMembers:	831					project:	khan/khan-exercises	1723225	#ofAssignments:	857	#ofCommunityMembers:	206					project:	lift/framework	1295197	#ofAssignments:	566	#ofCommunityMembers:	75					project:	rails/rails	8514	#ofAssignments:	11305	#ofCommunityMembers:	4079					project:	saltstack/salt	1390248	#ofAssignments:	15533	#ofCommunityMembers:	2283					project:	travis-ci/travis-ci	1420493	#ofAssignments:	6334	#ofCommunityMembers:	1159					project:	tryghost/ghost	9852918	#ofAssignments:	6142	#ofCommunityMembers:	473					project:	yui/yui3	85670	#ofAssignments:	902	#ofCommunityMembers:	175				
Experiment title	TIME	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	Any comments for the experiment	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10
Original cases (just using bug information):																																																																																																																																																												
341- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171005_234725	12.2Sec	0.80429	80.26328	66.5618	97.61798	98.5618	66.5618	65.82772	19.8382	97.49064	10.01348	98.43446	-	0.80429	80.26328	66.5618	97.61798	98.5618	66.5618	65.82772	19.8382	97.49064	10.01348	98.43446	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
and filteration with SOQ=0:																																																																																																																																																												
342- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOQ[0.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_091542	16.1Sec	0.80736	80.57718	66.83146	97.8427	98.65169	66.83146	66.09738	19.88315	97.71536	10.03146	98.5618	-	0.80736	80.57718	66.83146	97.8427	98.65169	66.83146	66.09738	19.88315	97.71536	10.03146	98.5618	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
"As a result, SOQ=0."																																																																																																																																																												
"Now, consider SOA with filteration of the users to the common users of SO and GH:"																																																																																																																																																												
343- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_091751	15.3Sec	0.80091	79.91154	65.97753	97.48315	98.47191	65.97753	65.24345	19.81124	97.35581	10.00449	98.34457	-	0.80091	79.91154	65.97753	97.48315	98.47191	65.97753	65.24345	19.81124	97.35581	10.00449	98.34457	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
344- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_091809	15.5Sec	0.79783	79.60051	65.66292	97.34831	98.42697	65.66292	64.95131	19.76629	97.18352	10	98.29963	-	0.79783	79.60051	65.66292	97.34831	98.42697	65.66292	64.95131	19.76629	97.18352	10	98.29963	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
345- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_091827	14.3Sec	0.79363	79.17241	65.07865	97.30337	98.42697	65.07865	64.36704	19.73034	97.07116	10	98.29963	-	0.79363	79.17241	65.07865	97.30337	98.42697	65.07865	64.36704	19.73034	97.07116	10	98.29963	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
346- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_091842	13.6Sec	0.79068	78.89102	64.80899	97.25843	98.38202	64.80899	64.11985	19.72135	97.02622	9.99551	98.25468	-	0.79068	78.89102	64.80899	97.25843	98.38202	64.80899	64.11985	19.72135	97.02622	9.99551	98.25468	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
347- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_091857	13.1Sec	0.78608	78.42714	64.22472	96.76404	98.33708	64.22472	63.53558	19.62247	96.5618	9.99101	98.20974	-	0.78608	78.42714	64.22472	96.76404	98.33708	64.22472	63.53558	19.62247	96.5618	9.99101	98.20974	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
348- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_091911	12.6Sec	0.78391	78.21345	63.95506	96.67416	98.33708	63.95506	63.26592	19.60449	96.47191	9.99101	98.20974	-	0.78391	78.21345	63.95506	96.67416	98.33708	63.95506	63.26592	19.60449	96.47191	9.99101	98.20974	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
349- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.7] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_091925	14.1Sec	0.77912	77.74385	63.2809	96.44944	98.33708	63.2809	62.61423	19.55955	96.24719	9.99101	98.20974	-	0.77912	77.74385	63.2809	96.44944	98.33708	63.2809	62.61423	19.55955	96.24719	9.99101	98.20974	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
350- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_091940	15Sec	0.7763	77.4642	62.96629	96.31461	98.33708	62.96629	62.29963	19.53258	96.11236	9.99101	98.20974	-	0.7763	77.4642	62.96629	96.31461	98.33708	62.96629	62.29963	19.53258	96.11236	9.99101	98.20974	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
351- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[0.9] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_091956	13.2Sec	0.77333	77.16277	62.69663	96.13483	98.33708	62.69663	62.02996	19.49663	95.93258	9.99101	98.20974	-	0.77333	77.16277	62.69663	96.13483	98.33708	62.69663	62.02996	19.49663	95.93258	9.99101	98.20974	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
352- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+SOA[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_092011	11.8Sec	0.77043	76.87361	62.33708	95.95506	98.33708	62.33708	61.67041	19.46067	95.75281	9.99101	98.20974	-	0.77043	76.87361	62.33708	95.95506	98.33708	62.33708	61.67041	19.46067	95.75281	9.99101	98.20974	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
"As a result, SOA=0 as well."																																																																																																																																																												
"Now, consider what happens if we use just SO evidence, not inside project evidence:"																																																																																																																																																												
Just SOA:																																																																																																																																																												
353- (bTD - SOA[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093128	1.8Sec	0.49552	49.36113	32.35955	64.53933	75.59551	32.35955	31.96255	13.03371	64.22472	7.64944	75.32584	-	0.49552	49.36113	32.35955	64.53933	75.59551	32.35955	31.96255	13.03371	64.22472	7.64944	75.32584	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
Just SOQ:																																																																																																																																																												
354- (bTD - SOQ[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093306	1.3Sec	0.26629	26.4218	17.61798	30.74157	46.11236	17.61798	17.26592	6.26517	30.53933	4.68315	45.90262	-	0.26629	26.4218	17.61798	30.74157	46.11236	17.61798	17.26592	6.26517	30.53933	4.68315	45.90262	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
SOA+SOQ[different weights]:																																																																																																																																																												
355- (bTD - SOA[1.0]+SOQ[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093434	1.6Sec	0.49403	49.21032	32.13483	64.53933	75.55056	32.13483	31.73783	13.03371	64.22472	7.64045	75.25843	-	0.49403	49.21032	32.13483	64.53933	75.55056	32.13483	31.73783	13.03371	64.22472	7.64045	75.25843	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
356- (bTD - SOA[1.0]+SOQ[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093438	2Sec	0.49329	49.13662	32	64.49438	75.50562	32	31.603	13.02472	64.17978	7.64045	75.23596	-	0.49329	49.13662	32	64.49438	75.50562	32	31.603	13.02472	64.17978	7.64045	75.23596	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
357- (bTD - SOA[1.0]+SOQ[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093443	1.3Sec	0.49252	49.05999	31.86517	64.49438	75.50562	31.86517	31.46816	13.02472	64.17978	7.64045	75.23596	-	0.49252	49.05999	31.86517	64.49438	75.50562	31.86517	31.46816	13.02472	64.17978	7.64045	75.23596	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
358- (bTD - SOA[1.0]+SOQ[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093445	1.5Sec	0.49177	48.9853	31.73034	64.49438	75.55056	31.73034	31.33333	13.02472	64.17978	7.64494	75.2809	-	0.49177	48.9853	31.73034	64.49438	75.55056	31.73034	31.33333	13.02472	64.17978	7.64494	75.2809	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
359- (bTD - SOA[1.0]+SOQ[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093448	1.2Sec	0.49054	48.86231	31.55056	64.49438	75.55056	31.55056	31.15356	13.02472	64.17978	7.64494	75.2809	-	0.49054	48.86231	31.55056	64.49438	75.55056	31.55056	31.15356	13.02472	64.17978	7.64494	75.2809	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
360- (bTD - SOA[1.0]+SOQ[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093450	1.4Sec	0.48988	48.79993	31.46067	64.44944	75.46067	31.46067	31.06367	13.01573	64.13483	7.63596	75.19101	-	0.48988	48.79993	31.46067	64.44944	75.46067	31.46067	31.06367	13.01573	64.13483	7.63596	75.19101	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
361- (bTD - SOA[1.0]+SOQ[0.7] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093453	1.4Sec	0.48898	48.71022	31.32584	64.44944	75.46067	31.32584	30.92884	13.01573	64.13483	7.63596	75.19101	-	0.48898	48.71022	31.32584	64.44944	75.46067	31.32584	30.92884	13.01573	64.13483	7.63596	75.19101	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
362- (bTD - SOA[1.0]+SOQ[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093455	1.4Sec	0.48808	48.62008	31.19101	64.44944	75.41573	31.19101	30.79401	13.01573	64.13483	7.63146	75.14607	-	0.48808	48.62008	31.19101	64.44944	75.41573	31.19101	30.79401	13.01573	64.13483	7.63146	75.14607	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
363- (bTD - SOA[1.0]+SOQ[0.9] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093458	1.4Sec	0.48667	48.4786	30.96629	64.44944	75.41573	30.96629	30.56929	13.01573	64.13483	7.62697	75.1236	-	0.48667	48.4786	30.96629	64.44944	75.41573	30.96629	30.56929	13.01573	64.13483	7.62697	75.1236	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
364- (bTD - SOA[1.0]+SOQ[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - angP - SOSharedDevs) - 20171006_093501	1.5Sec	0.4862	48.43018	30.92135	64.35955	75.37079	30.92135	30.52434	12.99775	64.04494	7.62697	75.10112	-	0.4862	48.43018	30.92135	64.35955	75.37079	30.92135	30.52434	12.99775	64.04494	7.62697	75.10112	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
So using questions decreases the efficiency. We just use the answers:																																																																																																																																																												
"SOA for the filtered users only, on two paojects (angular and rails):"																																																																																																																																																												
365- (bTD - SOA[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - selP - SOSharedDevs) - 20171006_093828	7.9Sec	0.24784	24.08019	16.51115	28.22706	32.97045	16.51115	15.70762	5.73095	27.40194	3.35925	32.15397	-	0.49545	49.35326	32.35955	64.53933	75.59551	32.35955	31.96255	13.03371	64.22472	7.64944	75.32584	0.14751	13.83933	10.08924	13.51302	15.69842	10.08924	9.12099	2.77181	12.48103	1.62083	14.66035																																																																																																																									
no priority:																																																																																																																																																												
366- (bTD - SOA[1.0] - w__+TF_F_T+IDF_fre+noP+tL_b+r2+ref_1011 - selP - SOSharedDevs) - 20171006_101856	7.2Sec	0.1419	13.53529	9.72006	16.79627	23.78175	9.72006	9.07206	3.41109	16.08994	2.40669	22.97823	-	0.2221	21.96785	12.85393	28.49438	51.10112	12.85393	12.59176	5.70787	28.25468	5.1236	50.69663	0.1094	10.11835	8.45019	12.05609	12.71171	8.45019	7.64584	2.48042	11.16069	1.30577	11.74649																																																																																																																									
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
"Now, the main tests of multiProj and SO, on both projects (, without references to developers' names)"																																																																																																																																																												
"First, start with SOA+noPriority+filtering:"																																																																																																																																																												
367- (bTD - SOA[1.0] - w__+TF_F_T+IDF_fre+noP+tL_b+r2+ref_0000 - selP - SOSharedDevs) - 20171006_113027	8.3Sec	0.04406	4.32439	0.69984	6.01348	13.12856	0.69984	0.69336	1.2027	5.92924	1.31286	12.88664	-	0.12253	12.17858	2.42697	19.59551	42.33708	2.42697	2.40449	3.9191	19.50562	4.23371	41.94007	0.01227	1.1418	0	0.50993	1.29302	0	0	0.10199	0.42797	0.1293	1.11394																																																																																																																									
SOA+priority+filtering:																																																																																																																																																												
368- (bTD - SOA[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - selP - SOSharedDevs) - 20171006_125819	6.9Sec	0.15746	15.52368	7.32245	17.93675	23.74287	7.32245	7.18205	3.62105	17.66459	2.40539	23.40159	-	0.42346	42.20077	23.82022	56.35955	69.25843	23.82022	23.55805	11.38876	56.04494	7.01124	68.96629	0.04967	4.71389	0.63741	2.36751	5.29958	0.63741	0.54635	0.4735	2.11255	0.53906	4.93838																																																																																																																									
